StyleNo,Brand,Name,Color,Upper,Desc,Sole,HSSCode,Origin,NettKG,SafetyISO,Properties,Sizing,Size,Price,VAT,Stock,EAN13,Alias,Clearance,NextDue
L 638AM,CIPRIATA,DANTA,Black,PU/Leopard Print,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,8,13.95,S,11,5050703653008,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,3,13.95,S,19,5050703653015,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,4,13.95,S,20,5050703653022,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,5,13.95,S,20,5050703653039,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,6,13.95,S,20,5050703653046,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,7,13.95,S,20,5050703653053,,,N,
L 638DNC,CIPRIATA,DANTA,Navy Denim,PU,Touch Fastening Halter Back Wedge Sandal,PU Sole,64029939,CN,0.47,,,UK,8,13.95,S,10,5050703653060,,,N,
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,3,11.75,S,0,5050703660945,,,N,JUNA
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,4,11.75,S,0,5050703660952,,,N,JUNA
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,5,11.75,S,0,5050703660969,,,N,JUNA
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,6,11.75,S,0,5050703660976,,,N,JUNA
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,7,11.75,S,0,5050703660983,,,N,JUNA
L 641A,BOULEVARD,,Black,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,8,11.75,S,0,5050703660990,,,N,JUNA
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,3,11.75,S,19,5050703655200,,,N,
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,4,11.75,S,20,5050703655217,,,N,
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,5,11.75,S,20,5050703655224,,,N,
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,6,11.75,S,20,5050703655231,,,N,
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,7,11.75,S,20,5050703655248,,,N,
L 641BE,BOULEVARD,,Beige,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,8,11.75,S,20,5050703655255,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,3,11.75,S,19,5050703655262,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,4,11.75,S,20,5050703655279,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,5,11.75,S,20,5050703655286,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,6,11.75,S,20,5050703655293,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,7,11.75,S,20,5050703655309,,,N,
L 641C,BOULEVARD,,Navy Blue,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,8,11.75,S,20,5050703655316,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,3,11.75,S,20,5050703655323,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,4,11.75,S,20,5050703655330,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,5,11.75,S,20,5050703655347,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,6,11.75,S,20,5050703655354,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,7,11.75,S,20,5050703655361,,,N,
L 641G,BOULEVARD,,White,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,8,11.75,S,20,5050703655378,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,3,11.75,S,20,5050703658690,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,4,11.75,S,20,5050703658706,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,5,11.75,S,20,5050703658713,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,6,11.75,S,20,5050703658720,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,7,11.75,S,20,5050703658737,,,N,
L 641LF,BOULEVARD,,Light Grey,Action Leather,Touch Fastening Perforated Bar Casual,TPR Sole,64039938,CN,0.346,,,UK,8,11.75,S,20,5050703658744,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,3,9.59,S,15,5050703655385,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,4,9.59,S,20,5050703655392,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,5,9.59,S,20,5050703655408,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,6,9.59,S,20,5050703655415,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,7,9.59,S,20,5050703655422,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,8,9.59,S,20,5050703655439,,,N,
L 643G,BOULEVARD,,White,Floral Print Leather,Saddle Trim Loafer,TPR Sole,64039998,CN,0.432,,,UK,9,9.59,S,20,5050703655446,,,N,
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,3,14.75,S,9,5050703655453,,,N,JULB
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,4,14.75,S,20,5050703655460,,,N,JULB
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,5,14.75,S,20,5050703655477,,,N,JULB
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,6,14.75,S,20,5050703655484,,,N,JULB
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,7,14.75,S,20,5050703655491,,,N,JULB
L 645C,CIPRIATA,FERRARA,Navy,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,8,14.75,S,20,5050703655507,,,N,JULB
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,3,14.75,S,9,5050703655514,,,N,JUNA
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,4,14.75,S,18,5050703655521,,,N,JUNA
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,5,14.75,S,20,5050703655538,,,N,JUNA
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,6,14.75,S,20,5050703655545,,,N,JUNA
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,7,14.75,S,20,5050703655552,,,N,JUNA
L 645T,CIPRIATA,FERRARA,Light Taupe,Suede/Textile/Action Leather,Ladies Zip/Lace Glamour Trainer,TPR Sole,64039998,CN,0.67,,,UK,8,14.75,S,18,5050703655569,,,N,JUNA
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,3,8.98,S,7,5050703655132,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,4,8.98,S,20,5050703655149,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,5,8.98,S,20,5050703655156,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,6,8.98,S,20,5050703655163,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,7,8.98,S,20,5050703655170,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,8,8.98,S,20,5050703655187,,,N,JULB
L 646A,BOULEVARD,,Black,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,9,8.98,S,20,5050703655194,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,3,8.98,S,2,5050703655576,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,4,8.98,S,16,5050703655583,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,5,8.98,S,20,5050703655590,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,6,8.98,S,20,5050703655606,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,7,8.98,S,20,5050703655613,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,8,8.98,S,20,5050703655620,,,N,JULB
L 646C,BOULEVARD,,Navy Blue,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,9,8.98,S,19,5050703655637,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,3,8.98,S,8,5050703655644,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,4,8.98,S,7,5050703655651,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,5,8.98,S,20,5050703655668,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,6,8.98,S,20,5050703655675,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,7,8.98,S,20,5050703655682,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,8,8.98,S,13,5050703655699,,,N,
L 646G,BOULEVARD,,White,Action Leather,X Wide Saddle Loafer,TPR Sole,64039998,CN,0.416,,,UK,9,8.98,S,8,5050703655705,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,3,12.45,S,20,5050703655019,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,4,12.45,S,20,5050703655026,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,5,12.45,S,20,5050703655033,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,6,12.45,S,20,5050703655040,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,7,12.45,S,20,5050703655057,,,N,
L 648A,CIPRIATA,GAVINA,Black,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,8,12.45,S,20,5050703655064,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,3,12.45,S,20,5050703655071,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,4,12.45,S,20,5050703655088,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,5,12.45,S,20,5050703655095,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,6,12.45,S,20,5050703655101,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,7,12.45,S,20,5050703655118,,,N,
L 648LT,CIPRIATA,GAVINA,Tan,PU,Cross Over Buckle Slingback Platform Sandal,PU Sole,64029939,CN,0.354,,,UK,8,12.45,S,20,5050703655125,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,3,12.98,S,15,5050703654807,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,4,12.98,S,20,5050703654814,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,5,12.98,S,20,5050703654821,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,6,12.98,S,20,5050703654838,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,7,12.98,S,20,5050703654845,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,8,12.98,S,20,5050703654852,,,N,
L 649A,CIPRIATA,OLVIA,Black,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,9,12.98,S,20,5050703654869,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,3,12.98,S,20,5050703654876,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,4,12.98,S,20,5050703654883,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,5,12.98,S,20,5050703654890,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,6,12.98,S,20,5050703654906,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,7,12.98,S,20,5050703654913,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,8,12.98,S,20,5050703654920,,,N,
L 649BT,CIPRIATA,OLVIA,Tan,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,9,12.98,S,20,5050703654937,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,3,12.98,S,10,5050703654944,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,4,12.98,S,20,5050703654951,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,5,12.98,S,20,5050703654968,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,6,12.98,S,20,5050703654975,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,7,12.98,S,20,5050703654982,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,8,12.98,S,20,5050703654999,,,N,
L 649E,CIPRIATA,OLVIA,Green,PU,Strappy Buckle Halter Back Sandal,PU Sole,64029939,CN,0.374,,,UK,9,12.98,S,18,5050703655002,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,3,11.95,S,20,5050703654685,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,4,11.95,S,20,5050703654692,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,5,11.95,S,20,5050703654708,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,6,11.95,S,20,5050703654715,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,7,11.95,S,20,5050703654722,,,N,
L 650A,CIPRIATA,DALIA,Black,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,8,11.95,S,20,5050703654739,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,3,11.95,S,20,5050703654746,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,4,11.95,S,20,5050703654753,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,5,11.95,S,20,5050703654760,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,6,11.95,S,20,5050703654777,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,7,11.95,S,20,5050703654784,,,N,
L 650FS,CIPRIATA,DALIA,Pewter,PU,X Over Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.334,,,UK,8,11.95,S,20,5050703654791,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,3,12.98,S,20,5050703654470,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,4,12.98,S,20,5050703654487,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,5,12.98,S,20,5050703654494,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,6,12.98,S,20,5050703654500,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,7,12.98,S,20,5050703654517,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,8,12.98,S,20,5050703654524,,,N,
L 651A,CIPRIATA,TIBERIA,Black,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,9,12.98,S,20,5050703654531,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,3,12.98,S,12,5050703654548,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,4,12.98,S,20,5050703654555,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,5,12.98,S,20,5050703654562,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,6,12.98,S,20,5050703654579,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,7,12.98,S,20,5050703654586,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,8,12.98,S,20,5050703654593,,,N,
L 651BT,CIPRIATA,TIBERIA,Tan,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,9,12.98,S,15,5050703654609,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,3,12.98,S,12,5050703654616,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,4,12.98,S,20,5050703654623,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,5,12.98,S,20,5050703654630,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,6,12.98,S,20,5050703654647,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,7,12.98,S,20,5050703654654,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,8,12.98,S,20,5050703654661,,,N,
L 651E,CIPRIATA,TIBERIA,Green,PU,Twin Buckle Strap Mule Sandal,PU Sole,64029939,CN,0.384,,,UK,9,12.98,S,17,5050703654678,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,3,9.98,S,20,5050703654111,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,4,9.98,S,20,5050703654128,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,5,9.98,S,20,5050703654135,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,6,9.98,S,20,5050703654142,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,7,9.98,S,20,5050703654159,,,N,
L 655BG,CIPRIATA,CELINA,Gold,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,8,9.98,S,20,5050703654166,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,3,9.98,S,19,5050703654173,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,4,9.98,S,20,5050703654180,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,5,9.98,S,20,5050703654197,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,6,9.98,S,20,5050703654203,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,7,9.98,S,20,5050703654210,,,N,
L 655FS,CIPRIATA,CELINA,Silver,Jewelled Textile,Jewelled Mule Sandal,TPR Sole,64041990,CN,0.366,,,UK,8,9.98,S,20,5050703654227,,,N,
L 656A,CIPRIATA,SERPENT,Black,Jewelled PU,Elasticated Sling Back Jewelled Sandal,TPR Sole,64029939,CN,0.4,,,UK,3,11.95,S,20,5050703653831,,,N,
L 656A,CIPRIATA,SERPENT,Black,Jewelled PU,Elasticated Sling Back Jewelled Sandal,TPR Sole,64029939,CN,0.4,,,UK,4,11.95,S,20,5050703653848,,,N,
